spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-8,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-8,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-8,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-8,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-8,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-8,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-8,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-04-09,171.0,171.0,1033,1724,1153,541,2778,807,1309,1269,1513,23,49,53,83,75,85,61,67,123,-52.0,-53.0,-55.0,-57.0,-63.0,-51.0,-52.0,-51.0,-44.0,-21.0,-23.0,-23.0,-25.0,-45.0,-21.0,-18.0,-17.0,-3.0,-10.0,-16.0,-33.0,-17.0,-13.0,2.0,-1.0,-3.0,-15.0,-68.0,-70.0,-69.0,-63.0,-67.0,-68.0,-68.0,-67.0,-68.0,24.0,25.0,27.0,17.0,14.0,23.0,24.0,24.0,24.0
1,2020-04-10,180.0,180.0,1724,1153,541,2778,807,1309,1269,1513,1405,49,53,83,75,85,61,67,123,96,-53.0,-55.0,-57.0,-63.0,-51.0,-52.0,-51.0,-44.0,-70.0,-23.0,-23.0,-25.0,-45.0,-21.0,-18.0,-17.0,-3.0,-43.0,-16.0,-33.0,-17.0,-13.0,2.0,-1.0,-3.0,-15.0,-24.0,-70.0,-69.0,-63.0,-67.0,-68.0,-68.0,-67.0,-68.0,-77.0,25.0,27.0,17.0,14.0,23.0,24.0,24.0,24.0,33.0
1,2020-04-11,187.0,187.0,1153,541,2778,807,1309,1269,1513,1405,1257,53,83,75,85,61,67,123,96,119,-55.0,-57.0,-63.0,-51.0,-52.0,-51.0,-44.0,-70.0,-54.0,-23.0,-25.0,-45.0,-21.0,-18.0,-17.0,-3.0,-43.0,-15.0,-33.0,-17.0,-13.0,2.0,-1.0,-3.0,-15.0,-24.0,-22.0,-69.0,-63.0,-67.0,-68.0,-68.0,-67.0,-68.0,-77.0,-63.0,27.0,17.0,14.0,23.0,24.0,24.0,24.0,33.0,17.0
1,2020-04-12,157.0,157.0,541,2778,807,1309,1269,1513,1405,1257,983,83,75,85,61,67,123,96,119,109,-57.0,-63.0,-51.0,-52.0,-51.0,-44.0,-70.0,-54.0,-74.0,-25.0,-45.0,-21.0,-18.0,-17.0,-3.0,-43.0,-15.0,-62.0,-17.0,-13.0,2.0,-1.0,-3.0,-15.0,-24.0,-22.0,-4.0,-63.0,-67.0,-68.0,-68.0,-67.0,-68.0,-77.0,-63.0,-67.0,17.0,14.0,23.0,24.0,24.0,24.0,33.0,17.0,14.0
1,2020-04-13,185.0,185.0,2778,807,1309,1269,1513,1405,1257,983,1381,75,85,61,67,123,96,119,109,130,-63.0,-51.0,-52.0,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-45.0,-21.0,-18.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-13.0,2.0,-1.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-67.0,-68.0,-68.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,14.0,23.0,24.0,24.0,24.0,33.0,17.0,14.0,26.0
1,2020-04-14,197.0,197.0,807,1309,1269,1513,1405,1257,983,1381,1355,85,61,67,123,96,119,109,130,136,-51.0,-52.0,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-21.0,-18.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,2.0,-1.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-68.0,-68.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,23.0,24.0,24.0,24.0,33.0,17.0,14.0,26.0,24.0
1,2020-04-15,244.0,244.0,1309,1269,1513,1405,1257,983,1381,1355,1174,61,67,123,96,119,109,130,136,154,-52.0,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-18.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-1.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-68.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,24.0,24.0,24.0,33.0,17.0,14.0,26.0,24.0,24.0
1,2020-04-16,179.0,179.0,1269,1513,1405,1257,983,1381,1355,1174,2600,67,123,96,119,109,130,136,154,203,-51.0,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-17.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-3.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-67.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,24.0,24.0,33.0,17.0,14.0,26.0,24.0,24.0,25.0
1,2020-04-17,202.0,202.0,1513,1405,1257,983,1381,1355,1174,2600,2005,123,96,119,109,130,136,154,203,126,-44.0,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-3.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-15.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-68.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,24.0,33.0,17.0,14.0,26.0,24.0,24.0,25.0,27.0
1,2020-04-18,148.0,148.0,1405,1257,983,1381,1355,1174,2600,2005,1542,96,119,109,130,136,154,203,126,143,-70.0,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-43.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-24.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-77.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,33.0,17.0,14.0,26.0,24.0,24.0,25.0,27.0,16.0
1,2020-04-19,140.0,140.0,1257,983,1381,1355,1174,2600,2005,1542,1277,119,109,130,136,154,203,126,143,158,-54.0,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-15.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-22.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,-63.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,17.0,14.0,26.0,24.0,24.0,25.0,27.0,16.0,14.0
1,2020-04-20,242.0,242.0,983,1381,1355,1174,2600,2005,1542,1277,2025,109,130,136,154,203,126,143,158,146,-74.0,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-62.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-4.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-67.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,14.0,26.0,24.0,24.0,25.0,27.0,16.0,14.0,22.0
1,2020-04-21,170.0,170.0,1381,1355,1174,2600,2005,1542,1277,2025,1744,130,136,154,203,126,143,158,146,193,-55.0,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-29.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-25.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-74.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,26.0,24.0,24.0,25.0,27.0,16.0,14.0,22.0,23.0
1,2020-04-22,159.0,159.0,1355,1174,2600,2005,1542,1277,2025,1744,2261,136,154,203,126,143,158,146,193,195,-50.0,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-16.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-11.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-68.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,24.0,24.0,25.0,27.0,16.0,14.0,22.0,23.0,24.0
1,2020-04-23,147.0,147.0,1174,2600,2005,1542,1277,2025,1744,2261,1636,154,203,126,143,158,146,193,195,171,-50.0,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-19.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-14.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-68.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,24.0,25.0,27.0,16.0,14.0,22.0,23.0,24.0,24.0
1,2020-04-24,153.0,153.0,2600,2005,1542,1277,2025,1744,2261,1636,1620,203,126,143,158,146,193,195,171,180,-49.0,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-18.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-6.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,-68.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,25.0,27.0,16.0,14.0,22.0,23.0,24.0,24.0,25.0
1,2020-04-25,164.0,164.0,2005,1542,1277,2025,1744,2261,1636,1620,1452,126,143,158,146,193,195,171,180,187,-53.0,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-22.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-22.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-67.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,27.0,16.0,14.0,22.0,23.0,24.0,24.0,25.0,14.0
1,2020-04-26,118.0,118.0,1542,1277,2025,1744,2261,1636,1620,1452,1662,143,158,146,193,195,171,180,187,157,-54.0,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-24.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-3.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,-57.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,16.0,14.0,22.0,23.0,24.0,24.0,25.0,14.0,13.0
1,2020-04-27,134.0,134.0,1277,2025,1744,2261,1636,1620,1452,1662,1583,158,146,193,195,171,180,187,157,185,-60.0,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-43.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-13.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,-64.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,14.0,22.0,23.0,24.0,24.0,25.0,14.0,13.0,21.0
1,2020-04-28,151.0,151.0,2025,1744,2261,1636,1620,1452,1662,1583,1534,146,193,195,171,180,187,157,185,197,-46.0,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-19.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,15.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,-65.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,22.0,23.0,24.0,24.0,25.0,14.0,13.0,21.0,16.0
1,2020-04-29,103.0,103.0,1744,2261,1636,1620,1452,1662,1583,1534,1715,193,195,171,180,187,157,185,197,244,-50.0,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-22.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-68.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,23.0,24.0,24.0,25.0,14.0,13.0,21.0,16.0,22.0
1,2020-04-30,121.0,121.0,2261,1636,1620,1452,1662,1583,1534,1715,1592,195,171,180,187,157,185,197,244,179,-50.0,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-22.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-22.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-4.0,-67.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,24.0,24.0,25.0,14.0,13.0,21.0,16.0,22.0,23.0
1,2020-05-01,121.0,121.0,1636,1620,1452,1662,1583,1534,1715,1592,1886,171,180,187,157,185,197,244,179,202,-49.0,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-19.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-1.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-4.0,10.0,-66.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,24.0,25.0,14.0,13.0,21.0,16.0,22.0,23.0,23.0
1,2020-05-02,119.0,119.0,1620,1452,1662,1583,1534,1715,1592,1886,1583,180,187,157,185,197,244,179,202,148,-52.0,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-22.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-3.0,16.0,-6.0,14.0,14.0,6.0,-4.0,10.0,15.0,-65.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,25.0,14.0,13.0,21.0,16.0,22.0,23.0,23.0,14.0
1,2020-05-03,90.0,90.0,1452,1662,1583,1534,1715,1592,1886,1583,2578,187,157,185,197,244,179,202,148,140,-51.0,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-21.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,16.0,-6.0,14.0,14.0,6.0,-4.0,10.0,15.0,47.0,-54.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,14.0,13.0,21.0,16.0,22.0,23.0,23.0,14.0,11.0
1,2020-05-04,92.0,92.0,1662,1583,1534,1715,1592,1886,1583,2578,1453,157,185,197,244,179,202,148,140,242,-57.0,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-39.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-6.0,14.0,14.0,6.0,-4.0,10.0,15.0,47.0,5.0,-62.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,13.0,21.0,16.0,22.0,23.0,23.0,14.0,11.0,20.0
1,2020-05-05,75.0,75.0,1583,1534,1715,1592,1886,1583,2578,1453,1258,185,197,244,179,202,148,140,242,170,-45.0,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-17.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,14.0,14.0,6.0,-4.0,10.0,15.0,47.0,5.0,32.0,-64.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,21.0,16.0,22.0,23.0,23.0,14.0,11.0,20.0,20.0
1,2020-05-06,122.0,122.0,1534,1715,1592,1886,1583,2578,1453,1258,1479,197,244,179,202,148,140,242,170,159,-46.0,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-16.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,14.0,6.0,-4.0,10.0,15.0,47.0,5.0,32.0,36.0,-64.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,16.0,22.0,23.0,23.0,14.0,11.0,20.0,20.0,20.0
1,2020-05-07,96.0,96.0,1715,1592,1886,1583,2578,1453,1258,1479,1507,244,179,202,148,140,242,170,159,147,-46.0,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-17.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,6.0,-4.0,10.0,15.0,47.0,5.0,32.0,36.0,32.0,-64.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,22.0,23.0,23.0,14.0,11.0,20.0,20.0,20.0,21.0
1,2020-05-08,98.0,98.0,1592,1886,1583,2578,1453,1258,1479,1507,1473,179,202,148,140,242,170,159,147,153,-47.0,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-17.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-4.0,10.0,15.0,47.0,5.0,32.0,36.0,32.0,9.0,-65.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,23.0,23.0,14.0,11.0,20.0,20.0,20.0,21.0,22.0
1,2020-05-09,94.0,94.0,1886,1583,2578,1453,1258,1479,1507,1473,1244,202,148,140,242,170,159,147,153,164,-47.0,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-16.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,10.0,15.0,47.0,5.0,32.0,36.0,32.0,9.0,0.0,-61.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,23.0,14.0,11.0,20.0,20.0,20.0,21.0,22.0,13.0
1,2020-05-10,88.0,88.0,1583,2578,1453,1258,1479,1507,1473,1244,1173,148,140,242,170,159,147,153,164,118,-49.0,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-18.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,15.0,47.0,5.0,32.0,36.0,32.0,9.0,0.0,20.0,-52.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,14.0,11.0,20.0,20.0,20.0,21.0,22.0,13.0,10.0
1,2020-05-11,94.0,94.0,2578,1453,1258,1479,1507,1473,1244,1173,1173,140,242,170,159,147,153,164,118,134,-51.0,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-32.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,47.0,5.0,32.0,36.0,32.0,9.0,0.0,20.0,19.0,-54.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,11.0,20.0,20.0,20.0,21.0,22.0,13.0,10.0,19.0
1,2020-05-12,92.0,92.0,1453,1258,1479,1507,1473,1244,1173,1173,1155,242,170,159,147,153,164,118,134,151,-42.0,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-14.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,5.0,32.0,36.0,32.0,9.0,0.0,20.0,19.0,20.0,-64.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,20.0,20.0,20.0,21.0,22.0,13.0,10.0,19.0,20.0
1,2020-05-13,94.0,94.0,1258,1479,1507,1473,1244,1173,1173,1155,1149,170,159,147,153,164,118,134,151,103,-42.0,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-10.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,32.0,36.0,32.0,9.0,0.0,20.0,19.0,20.0,46.0,-62.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,20.0,20.0,21.0,22.0,13.0,10.0,19.0,20.0,19.0
1,2020-05-14,111.0,111.0,1479,1507,1473,1244,1173,1173,1155,1149,1213,159,147,153,164,118,134,151,103,121,-41.0,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-11.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,36.0,32.0,9.0,0.0,20.0,19.0,20.0,46.0,37.0,-60.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,20.0,21.0,22.0,13.0,10.0,19.0,20.0,19.0,20.0
1,2020-05-15,80.0,80.0,1507,1473,1244,1173,1173,1155,1149,1213,1178,147,153,164,118,134,151,103,121,121,-42.0,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-11.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,32.0,9.0,0.0,20.0,19.0,20.0,46.0,37.0,24.0,-62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,21.0,22.0,13.0,10.0,19.0,20.0,19.0,20.0,21.0
1,2020-05-16,60.0,60.0,1473,1244,1173,1173,1155,1149,1213,1178,1247,153,164,118,134,151,103,121,121,119,-45.0,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-11.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,9.0,0.0,20.0,19.0,20.0,46.0,37.0,24.0,62.0,-62.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,22.0,13.0,10.0,19.0,20.0,19.0,20.0,21.0,10.0
1,2020-05-17,49.0,49.0,1244,1173,1173,1155,1149,1213,1178,1247,1126,164,118,134,151,103,121,121,119,90,-44.0,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-6.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,0.0,20.0,19.0,20.0,46.0,37.0,24.0,62.0,86.0,-55.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,13.0,10.0,19.0,20.0,19.0,20.0,21.0,10.0,8.0
1,2020-05-18,46.0,46.0,1173,1173,1155,1149,1213,1178,1247,1126,1079,118,134,151,103,121,121,119,90,92,-44.0,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-24.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,20.0,19.0,20.0,46.0,37.0,24.0,62.0,86.0,94.0,-55.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,10.0,19.0,20.0,19.0,20.0,21.0,10.0,8.0,24.0
1,2020-05-19,56.0,56.0,1173,1155,1149,1213,1178,1247,1126,1079,1082,134,151,103,121,121,119,90,92,75,-41.0,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-14.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,19.0,20.0,46.0,37.0,24.0,62.0,86.0,94.0,57.0,-62.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,19.0,20.0,19.0,20.0,21.0,10.0,8.0,24.0,18.0
1,2020-05-20,54.0,54.0,1155,1149,1213,1178,1247,1126,1079,1082,1082,151,103,121,121,119,90,92,75,122,-41.0,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-11.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,20.0,46.0,37.0,24.0,62.0,86.0,94.0,57.0,70.0,-61.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,20.0,19.0,20.0,21.0,10.0,8.0,24.0,18.0,17.0
1,2020-05-21,64.0,64.0,1149,1213,1178,1247,1126,1079,1082,1082,1167,103,121,121,119,90,92,75,122,96,-38.0,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-9.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,46.0,37.0,24.0,62.0,86.0,94.0,57.0,70.0,73.0,-58.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,19.0,20.0,21.0,10.0,8.0,24.0,18.0,17.0,18.0
1,2020-05-22,40.0,40.0,1213,1178,1247,1126,1079,1082,1082,1167,1205,121,121,119,90,92,75,122,96,98,-38.0,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-10.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,37.0,24.0,62.0,86.0,94.0,57.0,70.0,73.0,63.0,-60.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,20.0,21.0,10.0,8.0,24.0,18.0,17.0,18.0,18.0
1,2020-05-23,62.0,62.0,1178,1247,1126,1079,1082,1082,1167,1205,1204,121,119,90,92,75,122,96,98,94,-41.0,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-10.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,24.0,62.0,86.0,94.0,57.0,70.0,73.0,63.0,85.0,-59.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,21.0,10.0,8.0,24.0,18.0,17.0,18.0,18.0,9.0
1,2020-05-24,41.0,41.0,1247,1126,1079,1082,1082,1167,1205,1204,955,119,90,92,75,122,96,98,94,88,-40.0,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-9.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,62.0,86.0,94.0,57.0,70.0,73.0,63.0,85.0,115.0,-47.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,10.0,8.0,24.0,18.0,17.0,18.0,18.0,9.0,6.0
1,2020-05-25,44.0,44.0,1126,1079,1082,1082,1167,1205,1204,955,1013,90,92,75,122,96,98,94,88,94,-41.0,-48.0,-31.0,-28.0,-30.0,-34.0,-33.0,-32.0,-26.0,-23.0,-27.0,0.0,1.0,-2.0,-5.0,-4.0,-14.0,-4.0,86.0,94.0,57.0,70.0,73.0,63.0,85.0,115.0,64.0,-51.0,-69.0,-57.0,-54.0,-55.0,-54.0,-42.0,-43.0,-55.0,8.0,24.0,18.0,17.0,18.0,18.0,9.0,6.0,16.0
