spatial id,temporal id,Target,Normal target,social-distancing-total-grade t,social-distancing-encounters-grade t+1,social-distancing-travel-distance-grade t,Retail t,Grocery t,Workplace t,weekend t,daily-state-test t,precipitation t,temperature t,confirmed t,virus-pressure t+2,virus-pressure t+3,total_population,female-percent,area,population_density,latitude,longitude,hospital_beds,ventilator_capacity,icu_beds,houses_density,less_than_high_school_diploma,high_school_diploma_only,some_college_or_higher,age_0_14,age_15_39,age_40_59,age_60_79,age_80_or_higher,total_college_population,smokers,diabetes,Religious,party,airport_distance,passenger_load,meat_plants,median_household_income,%insured,deaths_per_100000
1,2020/01/27,0.0,0.0,51.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,11.793277310924369,8.078095238095239,0.0,0.0,0.0,84988.88235294117,0.5124322314005573,759.0831372549019,104.66267610098036,32.98142832019608,-86.65005382980394,0.002615703658134856,0.0003027124647616087,0.000291132621125483,48.46177647058825,17.576470588235292,35.3392156862745,47.078431372549026,19.19607843137255,31.941176470588236,27.627450980392158,17.49019607843137,3.6666666666666665,0.4928236624631164,19.790512448372542,16.27058823529411,60.31372549019608,0.0,84.603207138695,0.00684814718468546,2.372549019607843,43955.17647058824,88.13182346805492,1220.8431372549019
4,2020/01/27,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487207e-08,2.083809523809524,8.661714285714286,0.0,0.0,0.0,478109.73333333334,0.49678551650354247,7572.939333333332,58.09217004106666,33.675903642,-111.46323212666667,0.0012904548180198649,0.00024096998868911146,0.0002383707798398526,24.563620000000004,15.946666666666664,28.279999999999994,55.8,20.933333333333334,31.0,25.466666666666665,19.2,3.7333333333333334,0.4751778908396107,16.483911067199998,11.846666666666666,37.2,0.0,141.62888173409004,0.0673601841578555,2.3333333333333335,49105.86666666667,86.78739974019332,993.98
5,2020/01/27,0.0,0.0,54.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,9.979365079365078,5.65978835978836,0.0,0.0,0.0,51377.72222222222,0.5067059131599666,709.0383333333334,70.82601782685185,34.96075336148149,-92.49133514833332,0.002322527154043689,0.00027638511864446684,0.0002693364492541418,32.09454074074074,15.5,37.855555555555554,46.62592592592591,19.814814814814813,31.27777777777778,26.962962962962962,18.037037037037038,4.148148148148148,0.41681199903104676,20.32169111801852,15.02222222222222,56.629629629629626,0.0,109.47392159781081,0.025648010537503253,2.0925925925925926,43390.03703703704,90.62228247076294,1231.5944444444447
6,2020/01/27,0.0,0.0,55.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,4.607272727272728,8.556363636363637,0.005194805194805195,0.003636363636363636,0.011069882498453929,717384.5454545454,0.49559374264033684,2790.641090909091,752.6891491835455,37.77712143927272,-120.7312989472727,0.001867283814821495,0.00019921324112389917,0.00021291260704120192,305.1677890909092,15.712727272727276,23.363636363636356,60.91818181818181,19.4,33.127272727272725,28.01818181818182,16.01818181818182,3.727272727272727,0.4821126329377141,12.056312781918184,9.756363636363632,40.38181818181818,1.0,104.65376289021675,0.2974064616777548,12.381818181818181,67748.2,92.16621860523817,846.3690909090911
8,2020/01/27,0.0,0.0,42.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,5.942176870748299,-1.7431972789115644,0.0,0.0,0.0,131930.64285714287,0.4861326760694453,1780.2830952380953,208.1827364139524,39.07812807809525,-105.55812357380952,0.002265440658842715,0.00022698907763812047,0.00022463487443634956,91.99169523809522,9.035714285714283,26.395238095238092,64.55238095238094,18.976190476190474,32.07142857142857,29.785714285714285,16.238095238095237,3.1904761904761907,0.34852178707982495,14.146261050214289,6.980952380952381,40.523809523809526,1.0,101.19101388595016,2.2791933320681115,3.738095238095238,63353.09523809524,89.66863435630955,785.9119047619048
9,2020/01/27,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,4.081884952479106e-08,0.979591836734694,-0.14285714285714288,0.0,0.0,0.0,487140.4285714286,0.5075423067456939,639.0085714285715,762.5056673571428,41.63570634857143,-72.67392697,0.0015477157879050904,0.00026751769593917835,0.00025228850618312334,321.52154285714283,8.971428571428572,28.5,62.55714285714287,18.285714285714285,32.0,30.571428571428573,15.571428571428571,4.428571428571429,0.6288768416618107,11.953216961,9.185714285714285,47.714285714285715,1.0,43.199663039360466,0.05703459358368135,8.857142857142858,75828.57142857143,94.35678150192857,890.0571428571428
10,2020/01/27,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.012136199487207e-08,6.476190476190475,3.6857142857142864,0.0,0.0,0.0,322390.3333333333,0.5167777181660096,649.5166666666668,620.5472512333333,39.10927682333334,-75.53323745666665,0.0018026145766192308,0.00023645369542717748,0.00026382462902249535,267.35476666666665,11.233333333333334,32.199999999999996,56.6,19.0,32.0,27.666666666666668,18.0,4.0,0.5902895881688925,16.0504396,12.166666666666666,38.0,1.0,63.42865524032245,0.0005078504302622295,8.0,61454.333333333336,93.6140310413,1018.6
12,2020/01/27,0.0,0.0,55.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,19.04207792207792,13.688623376623378,0.0,0.0,0.0,376679.94545454544,0.49499223058952535,836.0398181818182,445.01682799290927,28.775131579636366,-82.59713651599998,0.0018454663217147872,0.00029483859531563095,0.00028934280532798084,205.22122363636362,13.983636363636366,32.909090909090914,53.09818181818182,17.072727272727274,30.381818181818183,27.727272727272727,20.054545454545455,4.7272727272727275,0.3105643766232735,18.764377476872728,12.307272727272725,39.74545454545454,0.0,51.41466028499063,0.13484848823847548,6.2,51664.05454545454,84.18675780554541,1110.7363636363636
13,2020/01/27,0.0,0.0,73.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,7.957729941291587,7.696751467710372,0.0,0.0,0.0,85366.16438356164,0.5089565520853663,397.4408219178083,270.1010553341097,32.953706750547944,-83.49671969383562,0.003159585571957606,0.0003464098428771137,0.0003273210177646841,113.04785616438355,16.98630136986301,34.05342465753425,48.960273972602735,20.356164383561644,33.082191780821915,27.45205479452055,16.123287671232877,3.1780821917808217,0.4311900502978902,17.98041306473973,14.287671232876713,51.15068493150685,0.0,88.66216556326714,5.292435766994292,3.0684931506849313,49456.97260273973,83.43076297793152,1055.3178082191782
15,2020/01/27,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,4.078571428571428,8.88,0.0,0.0,0.0,355100.75,0.5026887928647907,1602.6599999999999,485.4130502025,20.99064747,-157.41445579999998,0.0018071031930474186,0.0001380566179254139,0.00015095955116096915,180.6777,8.025,29.624999999999996,62.325,18.0,31.75,29.25,16.25,4.0,0.2828261488656779,12.60210557075,10.075000000000001,43.25,1.0,28.964461978511498,0.20776598398187515,14.0,73140.5,94.80508838135,791.8
16,2020/01/27,0.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,8.0109243697479,-0.6007563025210082,0.0,0.0,0.0,50133.794117647056,0.49279947642210653,1934.7164705882349,49.53469635214707,44.370294195588244,-114.45653383235293,0.001880245642797287,0.00025219771316569155,0.00024914482387652107,19.8022205882353,11.258823529411766,30.747058823529414,57.99705882352943,22.38235294117647,31.352941176470587,25.852941176470587,16.676470588235293,3.588235294117647,0.5179537389282611,14.064371619205883,9.599999999999996,54.3235294117647,0.0,133.7745309509234,0.9003150960076413,1.6764705882352942,52823.44117647059,86.27616004726472,898.0617647058824
17,2020/01/27,0.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,3.9647619047619047,0.3055714285714286,0.0023809523809523807,0.0,0.0,197992.38333333333,0.5004464502869085,647.8523333333336,295.69776491833335,40.22836077933332,-89.1890294868333,0.002552092731224616,0.00026963048254030755,0.00027419859931174446,123.08979833333335,10.288333333333334,33.211666666666666,56.50999999999999,18.766666666666666,32.11666666666667,27.883333333333333,16.766666666666666,4.733333333333333,0.4780452773470072,15.82733070118334,11.080000000000002,51.25,1.0,67.89125686868756,0.17751081442225666,6.866666666666666,56684.55,93.69021778984335,1117.9
18,2020/01/27,0.0,0.0,61.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,3.9981264637002343,1.1314285714285715,0.0,0.0,0.0,92897.08196721312,0.5019933026569385,403.9404918032788,225.9304347091803,40.00917901967215,-86.2592362286885,0.0019521387204906274,0.00031484090806136323,0.0003026348543433496,97.99397377049178,11.575409836065575,38.05737704918032,50.36393442622952,20.114754098360656,31.40983606557377,28.24590163934426,16.081967213114755,3.918032786885246,0.3282920840981128,19.65657699347541,12.68032786885246,43.26229508196721,0.0,61.06568561990538,0.19587391875592752,1.3770491803278688,56858.7868852459,90.51713668204918,1078.986885245902
19,2020/01/27,0.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.421978021978022,-2.7470329670329674,0.0,0.0,0.0,43004.93846153846,0.5007504825137465,587.0444615384616,73.20939856384618,42.17856187076925,-93.1646703044615,0.0029210017600935297,0.00030005310675547024,0.00029952904993364385,32.574383076923084,8.040000000000001,34.73076923076923,57.22615384615384,19.29230769230769,29.43076923076923,28.153846153846153,17.153846153846153,5.753846153846154,0.4682299691786551,15.826132171430768,10.196923076923076,59.93846153846154,0.0,88.1164114480357,0.012559722450918102,2.2153846153846155,58264.47692307692,94.41603654830611,1125.7215384615383
20,2020/01/27,0.0,0.0,44.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,8.785714285714286,2.233311688311688,0.0,0.0,0.0,59711.22727272727,0.4986642289189005,736.5120454545453,112.49594675759091,38.35810892977273,-96.84590992386364,0.003054945420418345,0.0004341300228728436,0.0004073588984427124,47.935334090909095,10.106818181818182,29.749999999999996,60.12954545454543,20.954545454545453,32.22727272727273,26.75,15.613636363636363,4.7727272727272725,0.7386136692961535,16.9659610355,11.111363636363636,50.20454545454545,1.0,175.2047999745377,0.09521817060831249,1.5681818181818181,53844.59090909091,89.68936284289094,1089.386363636363
21,2020/01/27,0.0,0.0,53.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,2.0121361994872054e-08,12.883557951482482,3.568571428571428,0.0,0.0,0.0,53290.660377358494,0.5045451862713376,359.62999999999994,159.77162524037726,37.60161249754717,-85.3315028316981,0.0027103739474906062,0.0002723678474327054,0.0002945412422978233,71.30670566037736,17.028301886792452,37.60377358490565,45.35283018867924,19.41509433962264,31.943396226415093,28.471698113207548,16.962264150943398,3.2830188679245285,0.3258621369404244,22.09492335692453,13.54905660377359,50.43396226415094,1.0,86.69284978669278,0.21274784981816472,1.6981132075471699,46358.264150943396,93.3324221721585,1195.596226415094
